1799,26
2205,46
1807,22
1236,17
1234,18
1829,39
1832,26
1836,26
1837,8
10245,12
1870,15
1868,12
1233,17
1753,28
1754,45
1761,37
1759,56
1757,66
1725,66
1727,56
1728,43
1731,43
4770,52
4771,51
1741,45
10497,48
1827,40
1682,43
1694,24
1697,21
1698,21
1666,21
1809,26
1812,22
1813,22
1817,22
1819,16
1821,27
1823,34
1825,26
1717,35
1719,35
1721,40
1723,40
1686,40
1684,44
1689,43
1687,44
1693,33
1715,26
1710,15
1708,19
1640,19
1705,26
1662,21
-1,32
-2,45
